Car Name,Price
Alfa Rome  Stelvio2020 super,"EGP 1,550,000"
Audi A3 2019 1400,"EGP 820,000"
سيراتو 2022 اعلى فئه ماعد البصمه زيرو,"EGP 735,000"
لسرعة البيع سيارة هيونداى بايون كسر زيرو اول فئة رخصة 3 سنين,"EGP 660,000"
Hyundai Tucson 2017 هيونداي توسان كسر زيرو,"EGP 835,000"
passat b8 p2 Trend line  كالجديده,"EGP 775,000"
ميني كوبر F55 5 doors حاله جديده كالزيروو فابريقه بالكامل.,"EGP 785,000"
شيفروليه اوبترا 2014فابريكابالكامل,"EGP 280,000"
كسر زيرو بمعني الكلمة عربيه سيتروين ds7,"EGP 1,100,000"
تويوتا كورولا,"EGP 2,000"
كساحه أماميه فورد فوكس 2007,"EGP 1,000"
"B M W - (Z Series) Z4 ( ///M ) 
•• 3000cc - V6 - ( 340 Hp ) 29 M40i ••","EGP 2,300,000"
lamborghini auras,"EGP 6,400,000"
MERCEDES-BENZ A. M. G GLC 43,"EGP 5,750,000"
كربراتير اونو,"EGP 1,000"
استلم الان تويوتا فورتشنر Toyota Fortunerباقل مقدم-فايده بمقدم 487.500,"EGP 487,500"
مرسيدس م180c موديل2022 كسر زيرو ماشيه6000فقط,"EGP 2,200,000"
هوندا سيتي,"EGP 158,000"
honda civic,"EGP 120,000"
Toyota Fortuner is now available with a down payment of 780000 LE,"EGP 780,000"
"Range Rover Sport ( SVR )
( Carbon fiber edition ) السعر 110000000","EGP 10,000,000"
فانوس افيو خلفي يمين,EGP 400
Crolla,"EGP 680,000"
skoda kodiaq top line 2022,"EGP 1,950,000"
"B M W - G23 (4 Series) 430i 
( M-Performance Kit ) - ( Convertible )","EGP 1,500,000"
بورش كايين 2020 فابريكة توب لاين ادفع 985 الف واستلم عربيتك و هديتك,"EGP 3,650,000"
للبيع لهواة الفيرنا و شد العربيات,"EGP 110,000"
كيا سييد,"EGP 390,000"
سياره للايجار600ج,EGP 600
غاز حقن,"EGP 7,200"
بوجيهات Ngk اصليه 15الف,EGP 200
مطلوب سياره سوزوكي فان  الايجار,"EGP 3,500"
باسات 2018 اعلى حاجه بدون فتحه استعمال دكتورPassat,"EGP 880,000"
بيدفورد بيدفورد /كونفوى,"EGP 80,000"
سيات ابيزا 2023 FR,"EGP 207,500"
شيري تيجو 3 2023,"EGP 135,000"
شيفروليه اوبترا هاي لاين 2023,"EGP 127,500"
لادا جرانتا الفئة الاولي مانيوال 2023,"EGP 88,750"
مقصات وميزان اصلى كيا سيراتو ٢٠١١,"EGP 2,500"
جنوط وطاسات,"EGP 10,000"
فابريكا بالكامل بدون خربوش واحد استخدام راقي جداجداجدا,"EGP 820,000"
لانوس 2005,"EGP 125,000"
2020 Mercedes-Benz CLS 350,"EGP 3,150,000"
بيكانتو ٢٠١٠ عداد ١١٥ الف,"EGP 200,000"
سياره دودج دارت حاله ممتازه,"EGP 370,000"
كيا اكسيد 2022 أول فئة للبيع,"EGP 720,000"
اريزو5 2019,"EGP 320,000"
تويوتا كورولا فبريكه,"EGP 485,000"
طقم مساعد خلفي صني N17,"EGP 1,200"
buggy car 250 cc,"EGP 70,000"
كفر كراسي لجميع انواع السيارات والتكاتك ( قماش وجلد ),EGP 15
متوسبيشي لانسر,"EGP 270,000"
صندوق سيارة نصف نقل للبيع,"EGP 10,000"
باب شنطة كورولا ٢٠٢٠,"EGP 4,000"
مازدا (٦)لقطة للمميزين,"EGP 565,000"
MG 5 luxury 2020 لسرعه البيع,"EGP 475,000"
Kia cerato updated like new 2016,"EGP 530,000"
شيفروليه اوبترا,"EGP 223,000"
mg ZS 2022 كسر زيرو,"EGP 760,000"
جاك s3 اعلي فئه بصمه  كسر زيرو,"EGP 390,000"
شيفرولية افيو 2020 كسر زيرو Chevrolet Aveo 2020 Break Zero,"EGP 375,000"
سيارف فيرنا للبيع ممتازه غاز طبيعي,"EGP 205,000"
بيجو 5008 للبيع,"EGP 935,000"
Mg HS 2021 fabrica للبيع,"EGP 810,000"
Opel Astra 2020 like Zerooo,"EGP 560,000"
مرسيدس C200 حالة ممتازة,"EGP 1,550,000"
نيسان صني مو 2022 الفئة الثانية كسر زيرو فابريكا بالكامل 9500 كم,"EGP 440,000"
جيلى امجراند7 2016فبريكا بالكامل ماعدا اجزاء geely emgrand,"EGP 170,000"
Skoda Octavia Style Plus 2021,"EGP 990,000"
تيجو Tego 7 pro,"EGP 810,000"
شراء سيارات خرده و قديمه و ورثه,"EGP 16,000"
سينوفا  x 35  اعلي فئة  للبيع السعر قابل للتفاوض,"EGP 365,000"
sunny 2022. . 12000  km رخصة ٣ سنين,"EGP 420,000"
Range Rover vouge autopaygraphy,"EGP 5,850,000"
اوبل استرا انجوي بلاس،Topline,"EGP 420,000"
رينو لوجان,"EGP 165,000"
حالة ممتازة وفابريكا دواخل بالكامل,"EGP 319,000"
لانسر الشرق 2014 خليجي,"EGP 360,000"
كيا بيكانتو,"EGP 160,000"
اقصدام كيا سيراتو ٢٠١٧ امامى و خلفى اصلى و فانوس خلفى شمال اصلى,"EGP 1,300"
Audi a3 8p 2013,"EGP 520,000"
سكودا اوكتافيا A7 2016 اعلى فئه بانوراما,"EGP 580,000"
تبحران ارلاين للبيع ٢٠٢١,"EGP 1,560,000"
جلف ٢,"EGP 120,000"
سياره اسبرانزا للبيع,"EGP 133,000"
فيات ١٢٨ فابريكة موديل ٢٠٠٧,"EGP 55,000"
كربراتير مازدا 929,"EGP 1,500"
c180 front grill,"EGP 15,000"
كيا سيراتو خليجي,"EGP 550,000"
من الكموني للسيارات _ شيفورليه NP الجامبو ٢٠٢٣ بأقل مقدم ٣٠٤،٠٠٠,"EGP 304,000"
من الكموني للسيارات _ هافال H6 ٢٠٢٢ الجديدة بأقل مقدم 183750,"EGP 183,750"
من الكموني للسيارات _ BYD F3 2023 بأقل مقدم,"EGP 120,000"
من الكموني للسيارات - شانجان CS 55 Plus باقل مقدم ٢٥٠،٠٠٠,"EGP 250,000"
من الكموني للسيارات _ شانجان ايادو الجديدة بأقل مقدم 115500,"EGP 115,500"
من الكموني للسيارات _ شفروليه N300 ٢٠٢٢ بأقل مقدم ٦٠٠٠٠,"EGP 150,000"
من الكموني للسيارات _ شيفروليه اوبترا 2023 باقل112500,"EGP 157,500"
سوزوكي فان,"EGP 188,000"
من الكموني للسيارات _شانجان ألسفن الجديدة بأقل مقدم ١٠٠،٠٠٠,"EGP 100,000"
لانسر بوما حالة شازة,"EGP 268,000"
قطع غيار اسكودا فابيا,"EGP 4,000"
Mercedes CLA 180 left tail light,"EGP 5,000"
Radiator opel original used ريداتير اوبل اصلي مستعمل,"EGP 2,000"
Fiat tipo for sell,"EGP 370,000"
ليبرتي ٢٠٠٤,"EGP 265,000"
فانوس امامي شمال استيراد,EGP 700
B150 AMG,"EGP 375,000"
CLA200 2014,"EGP 850,000"
Mercedes E250 2012,"EGP 1,100,000"
lancer shark 2016,"EGP 410,000"
Alfa Romeo Giulia Super Plus 2020,"EGP 980,000"
عربيه شارك للبيع  بحاله الزيرو,"EGP 450,000"
ديزاير ٢٠٢٢ اعلى فئة فبريكيه بالكامل قسط او كاش,"EGP 410,000"
ديناصور متحرك جيب رانجلر فبريكا مفتاح اسبير، فاميه مثبوت عالرخصه,"EGP 669,000"
اجرها الان . . نيسان صنى NISSAN SUNNY,EGP 375
Mercedes E200,"EGP 2,500,000"
هونداي النترا ad,"EGP 590,000"
رينو داستر 2021,"EGP 560,000"
سيارة للبيع- التواصل علي رقم / 01016586615,"EGP 140,000"
صني 2011 فابريكة بالكامل,"EGP 275,000"
قطع غيار بيجو ٢٠٠٨,"EGP 17,000"
2017 فابريكة بره و جوه ،٥٢٠٠٠كم مانيوال,"EGP 255,000"
نيو لوجان ٢٠٢٢,"EGP 360,000"
new jetta 2016,"EGP 490,000"
شيفرولية لانوس ٢٠٠٩,"EGP 135,000"
i20 zero,"EGP 650,000"
Zotye t600 2019,"EGP 430,000"
فانوس خلفي يمين ،، تم التغيير في  التأمين . لوجود شرخ بسيط غير مؤثر,"EGP 4,000"
رينو سانديرو ستيب واى٢٠١٣ بيتى حالة نادره/عداد ١٠٠ ألف/فابريكة بالكامل,"EGP 180,000"
عداد ابيزا من ٢٠٠٦ ل ٢٠٠٩,"EGP 1,000"
byd 2018,"EGP 215,000"
اوبل كورسا 98,"EGP 90,000"
مرايا صالون للبيع نيسان N16,EGP 250
دايو نوبيرا حاله جيدا جدا,"EGP 155,000"
لانسر بومه 2007 كلاسيك اتوماتيك محرك 1600 راشه كله عادا سقف,"EGP 260,000"
مروحتين استعمال حالتهم جيده,EGP 450
سياره سكودا اوكتافيا A5 للبيع,"EGP 340,000"
RANGE ROVER EVOQUE 2023,"EGP 2,850,000"
شيفروليه نيو اوبترا ٢٠٢٣,"EGP 480,000"
Hyundai Elantra Ad 2019 هيونداي النترا كسر زيرو,"EGP 665,000"
كيا سيراتو,"EGP 540,000"
لانسر شارك 2015 أعلى فئه,"EGP 485,000"
شانجان ميني رائعه شبه جديده موديل ٢٠١٦,"EGP 138,000"
Ezz | Select  Toyota Corolla,"EGP 755,000"
سوزوكي فان,"EGP 93,000"
قطع غيار,EGP 100
سياره لذوى الاحتياجات الخاصه BMW موديل 2011,"EGP 330,000"
Graco car seat with cover,"EGP 2,500"
رفرف بومه استيراد حالة ممتاز بدون رش نهائي,"EGP 1,250"
اسبويلر جولف جديد فابريكا غير مرشوش,EGP 700
وش سلندر سياره بي واي دي,EGP 500
Vip Car (Twsela-توصيلة),EGP 100
فبريكه بالكامل,"EGP 355,000"
كسر زيرو موديل٢٠٢٠ تربو,"EGP 950,000"
شربون ايطالى,EGP 30
for sale,"EGP 330,000"
للبيع Byd,"EGP 210,000"
هيونداي توسان الشكل الجديد اعلي فئه تربو 2022 للإيجار شهري واسبوعي,EGP 870
ارخص سعر ايجار سيارات في مصر عندنا سيارات كتير جدا بأسعار متميزه,EGP 450
Range Rover Velar 2020 . . MTI,"EGP 2,750,000"
بيك اب ربع نقل نيسان موديل 2009 صندوق,"EGP 149,000"
Skoda Octavia Ambition,"EGP 1,100,000"
تيجوان Rlin,"EGP 1,430,000"
اودي a3,"EGP 650,000"
Range rover velar zeroo فاتوره انجليزي الصنع,"EGP 3,450,000"
بيع لانسر اول فئه كلاسيك٢٠٠٧ فبريكا دواخل,"EGP 240,000"
kadjar 2019 face left,"EGP 775,000"
بيجو 3008 alluer plus اعلي فئه موديل2019 صيانه بالتوكيل,"EGP 1,050,000"
ستروين C5 إيركروس 2021,"EGP 930,000"
عربية للبيع رينو داستر موديل ٢٠١٩,"EGP 475,000"
سيارة توسان فابريكة,"EGP 780,000"
Mercedes Benz E200,"EGP 3,000,000"
فبريكه بالكامل,"EGP 1,750,000"
peugeot active 3008 facelift Vertigo blue,"EGP 1,550,000"
للليع,"EGP 85,000"
لانسر شارك 2015,"EGP 460,000"
اوبترا 2008 رخصه سنتين,"EGP 185,000"
sport line 2019,"EGP 640,000"
لدواعي السفر سيارة فولكس واجن تيجوان 2018 فابريكا,"EGP 1,100,000"
كيا كارنز ٢٠١١,"EGP 375,000"
توسان,"EGP 690,000"
BMW X1,"EGP 575,000"
شنطة عربية  ملاكى الفابريكا موديل ٢٠٢١ فيها خبطة كما الصورة BYD F3,"EGP 1,000"
خدمتك سوزوكي فان,EGP 100
التو 2016 Alto,"EGP 127,000"
STOPلقطع غيار السيارات,"EGP 2,500"
B150  استخدام اول مالك,"EGP 325,000"
جراند بيكاسو فابريكا بالكامل,"EGP 550,000"
بيع سياره,"EGP 165,000"
سيارة شيفرولية لانوس,"EGP 120,000"
باب امامي عربيه,"EGP 3,000"
مطلوب سياراة صندوق مغلق,"EGP 15,000"
للبيع ستروين اكسارا حالة ممتازة لا تحتاج مصروف,"EGP 125,000"
فانوس خلفى بيكانتو,"EGP 1,000"
قطع غيار سيارات,"EGP 2,000"
شيفروليه اوبترا ٢٠١٧ فابريكا بالكامل من غير جرام بوية كاملة فتحة سقف,"EGP 315,000"
جيلى أم جراند X7,"EGP 525,000"
"للبيع. . MG RX5
 موديل 2019 أعلى فئة LUXURY
عداد 91,000","EGP 695,000"
4 way mather car baby carier,EGP 350
معروض للبيع,"EGP 1,500"
كيا كارينز,"EGP 385,000"
كابريس كلاسيك,"EGP 160,000"
غطاء جنط 16 الاصلى,EGP 250
مازدا 3 2010,"EGP 300,000"
ملاكي للمشاوير,EGP 100
كار سيت,"EGP 1,500"
عربيه شيفروليه كروز ٢٠١٣ للبيع حاله الفابريكا,"EGP 340,000"
فانوس سياره مازدا 323,EGP 300
اسبرانزا a113,"EGP 90,000"
سكودا سوبيرب ٢٠٢١ امبيشن,"EGP 1,450,000"
لانسر شارك ٢٠١٦,"EGP 430,000"
للبيع جهاز و اسطوانة غاز سيارة,"EGP 4,200"
سكودا سوبرب إمبيشن2019,"EGP 1,070,000"
crossland 2022,"EGP 760,000"
ريداتير الومونيوم فيرنا,EGP 400
جراند سيراتو ٢٠١٩ تاني فئه cerato,"EGP 550,000"
قطع غيار جراند شيروكي,"EGP 14,000"
BMW 520,"EGP 2,600,000"
Golf coupe معاقين,"EGP 265,000"
تعديل dodge ram,EGP 900
كيا سبورتاج 2021 - Kia Sportage,"EGP 850,000"
فيات تيبو ٢٠٢٢ ليد وزينون,"EGP 640,000"
سبيرانزا A516 موديل ٢٠٠٨,"EGP 115,000"
X1 M sport 2000cc,"EGP 1,250,000"
nissan sunny 2020 نيسان صنى الفئة التانية٢٠٢٠,"EGP 390,000"
سير دينامو GM اصلى,EGP 120
صندوق ثلث ثلاجة صندوق بوحدة تجميد وتبريد استيراد الخارج لسيارات الجامب,"EGP 15,000"
زيرو E200 AMG 2022 أعلي فئه بانوراما زيرو,"EGP 3,600,000"
الوحيده زيرو BMW 320 EXCLUSIVE 2021 زيرو بضمان الوكيل,"EGP 1,850,000"
زيروو ضمان الوكيل GLA200 progressive 2022 أعلي فئه بانوراما,"EGP 2,350,000"
Wطقم فوانيس مرسيدس اصلي امامي وخلفي 211,"EGP 8,000"
سياره نيسان صنى 2023 للايجار الشهرى والسنوى,"EGP 10,000"
بيع چيب شروكي بحاله فوق الممتاز,"EGP 310,000"
"Mercedes S 400 , year 2015","EGP 3,300,000"
Volkswagen ID4,"EGP 1,600,000"
Renault Megan 2022 رينو ميجان,"EGP 200,000"
نيسان صني ١٩٩٩ فبريكااااا,"EGP 135,000"
renault megane ''perfect condition'',"EGP 515,000"
لادا 2107 غاز موديل 2008,"EGP 70,000"
Focus Titanium 2017 205K KM,"EGP 430,000"
قطع غيار شاريد ٣سلندر ووش سلندر استيراد بالورق بتاعه,"EGP 3,000"
إيجار سيارة كيا جراند سيراتو ٢٠٢٢,EGP 900
قطع غيار باسات,EGP 300
كيا سبورتاج ٢٠٢١ توب لاين بلس,"EGP 1,100,000"
إيجار سيارة MG ZS,EGP 850
هيونداى الينترا MD فابريكه بره وجوه,"EGP 450,000"
مرايات سيارة,"EGP 20,000"
إيجار سيارة هيونداي توسان ٢٠٢١ NX4,"EGP 1,500"
Baby Car Seat,EGP 750
إيجار سيارة Mercedes E200,"EGP 4,500"
إيجار سيارة Mercedes  E180,"EGP 3,000"
Mercedes C180 Amg wakeel 2022,"EGP 2,700,000"
نيسان صني 2023 كسر الزيروووووووووووووو,"EGP 455,000"
x7 bmw 2020 8500 km,"EGP 5,800,000"
Chevrolet optra شفروليه اوبترا خليجي 2009 فابريكة بالكامل,"EGP 300,000"
تويوتا ياريس ٢٠٠٩ اتوماتيك وليست ٢٠٠٧,"EGP 255,000"
لانسر قرش 2008 أعلي فئة بصمه مواصفات خليجي وارد السعوديه,"EGP 340,000"
"36,000 KM, (فبريكة زيرو) (رخصة يوليو ٢٠٢٤)","EGP 1,420,000"
تيفولي سانج يونج xLV متاح البدل,"EGP 500,000"
إيجار سيارة نيسان صني ٢٠٢٣,EGP 500
كيا ريو ٢٠١٥ فبريكا بالكامل /kia Rio 2015 full fabrica,"EGP 387,000"
Mercedes GLC 43 - fully loaded - 5000km,"EGP 5,600,000"
فورد فوكس  سبورت٢٠١٨,"EGP 535,000"
مفتاح كيا سبورتاج أصلي  لم يستخدم ويصلح ل نيو كارينز و سيراتو,"EGP 1,000"
فابريكه دواخل عفشه كويل اوفر جنوط ١٦ كاوتش جديد حاله ممتازة,"EGP 150,000"
بيجو 3008 فبريكا بحاله ممتازه أعلى فئه سقف بانوراما لا تحتاج لمصاريف,"EGP 375,000"
نيسان صني ٢٠١٨ تاني فئه  بحاله الفابريكه,"EGP 295,000"
سيارة ام جي 5 لقطة نسخة ايديشين مواصفات و كماليات من خارج مصر,"EGP 480,000"
تيجو 3 كسر زيرو,"EGP 495,000"
جيب kk 2013 / فابريكة كامل/شيروكي/اسود/٢٠١٣/كي كي/بلادها/عداد150/كاملة,"EGP 675,000"
بيجو 405,"EGP 75,000"
قطع غيار,"EGP 3,000"
إيجار سيارة هيونداي توسان,"EGP 1,000"
يارس شورت بلوك,"EGP 2,000"
فانوس عربيه سوزوكي التو,EGP 450
X5 model 2016 صيانات توكيل,"EGP 1,750,000"
مازدا ٣. موديل٢٠٠٨ خليجي اعلي فئه بحاله ممتازه,"EGP 265,000"
دايو لاسيتي ٢٠٠٥,"EGP 238,000"
كيا كارينز,"EGP 4,500"
شيفروليه لانوس 2019,"EGP 240,000"
Mercedes E200,"EGP 2,500,000"
٢ فانوس امامي نيسان صني الشكل القديم,"EGP 1,700"
كارسيت ماركه مامز اند بابز,"EGP 1,800"
تيوتا كورولا 2019,"EGP 625,000"
Mercedes binz e200 2007 مرسيدس بينز اي ٢٠٠ موديل ٢٠٠٧معاقين,"EGP 500,000"
x3 فابريكا ب الكامل من اكصدام ل اكصدام,"EGP 880,000"
بيجو 508,"EGP 550,000"
سوزوكي ديزاير Suzuki Dzire 2022,"EGP 87,000"
دي اس ٧ اوبرا للبيع موديل ٢٠٢٠,"EGP 1,450,000"
قطع غيار كورسا,EGP 600
الفقا الأولى,"EGP 350,000"
فان ٢٠١٣ فبريكه بلكامل,"EGP 150,000"
فبريكا بالكامل / صيانات توكيل,"EGP 1,075,000"
BMW 420i 2022 بي أم دبليو ٤٢٠,"EGP 2,850,000"
طلمبة بنزين,EGP 200
كيا سيراتو اتوماتيك 2014 فبريكا بالكامل,"EGP 450,000"
